音频文件名,转录文本,MOS值,打分的具体原因
common_voice_en_19152197_xtts_d80972b6-5eff-48dc-bfd4-d0d7ecc5ef8e.wav,"Counts died in Los Angeles, California of a heart attack.",3.9,"稍差，发音清晰，但语速稍慢，且在“California”后有明显的停顿，听起来有点生硬。"
common_voice_en_19152197_cosyvoice2_cc6ab918-e338-4f79-9d91-268edf4be515.wav,"Counts died in Los Angeles, California of a heart attack.",4.2,"很好，发音清晰，语速适中，声音自然流畅，听感很好。"
common_voice_en_18770703_xtts_9e2ba8cf-e375-4071-a5f0-1246954d6c60.wav,"Immediately following the demerger, Williams Holdings launched a takeover bid for Racal.",4.0,"很好，发音清晰，语速适中，听感流畅，像真人说话。"
common_voice_en_18770703_cosyvoice2_a6858415-1995-4307-8ce9-c797770b6fc0.wav,"Immediately following the demerger, Williams Holdings launched a takeover bid for Racal.",4.3,"很好，发音清晰，语速适中，声音自然，接近真人，听感很好。"
common_voice_en_18786931_xtts_634f7ffe-d2a3-4bbf-9f10-4c77449c1b5e.wav,"He also tried to remember some good stories to relate as he sheared the sheep.",4.0,"很好，发音清晰，语速适中，听感流畅，像真人说话。"
common_voice_en_18786931_cosyvoice2_0711e307-e2e9-4a64-9460-d94a1e073fde.wav,"He also tried to remember some good stories to relate as he sheared the sheep.",4.3,"很好，发音清晰，语速适中，声音自然，听感流畅。"
common_voice_en_19124597_xtts_e5b6738d-19ed-4b2a-9360-66d65c0e002b.wav,"With Edgar she was cordial, but with Miriam cold and rather grudging.",4.1,"很好，发音清晰，语速适中，听感流畅，像真人说话。"
common_voice_en_19124597_cosyvoice2_c3c114f3-83a5-45ea-8bff-1774745e0544.wav,"With Edgar she was cordial, but with Miriam cold and rather grudging.",4.3,"很好，发音清晰，语速适中，声音自然，接近真人，听感很好。"
common_voice_en_18994068_xtts_87a0809c-760e-4d35-a11a-1b3946bd4c5d.wav,"When played, failure cards are set aside and not returned to the deck.",3.8,"稍差，发音清晰，但语速稍慢，且在“played”和“set aside”后有轻微的停顿，听起来略微生硬。"
common_voice_en_18994068_cosyvoice2_50f151e3-ef86-40f6-84d4-d5031c4a9912.wav,"When played, failure cards are set aside and not returned to the deck.",4.2,"很好，发音清晰，语速适中，声音自然流畅，听感很好。"
common_voice_en_19254683_cosyvoice2_5f52682f-8ea1-49aa-ab53-e78d8147c090.wav,"You aren't positive. You're negative.",4.5,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_19638442_xtts_ad2644b4-61c0-45b3-97a8-9e1533ce7acd.wav,"It was named in honor of Simon Kenton, a pioneer of Kentucky.",3.8,"良。声音清晰，但语速稍慢且有些许电子音/杂音，听起来略有断续感，尤其在 ""Kenton, a pioneer"" 处，影响了流畅性。听得清楚。"
common_voice_en_19284142_cosyvoice2_b31a71b1-b4bd-470a-b4cb-bf435cdb4d70.wav,"It then located one of Franklin's two ships, preserved in good condition.",4.3,"优。声音质量好，清晰流畅，语速自然。除了 ""Franklin's"" 的发音略微有点平，整体没有明显杂音或奇怪的韵律和断句。"
common_voice_en_19455206_cosyvoice2_b2101480-b49a-46a5-96e2-6ea83f207e72.wav,"The reasons are that the manager and the chairman could not agree future policy.",4.0,"优。声音清晰，流畅，语速正常。听得清楚，略微有轻微的机器音，但不影响理解。"
common_voice_en_19343495_xtts_82a0546d-4eab-482b-be56-d99407160b66.wav,"He studied in Lausanne and lived with his parents, whose marriage was breaking up.",3.5,"中。声音清晰度尚可，但有明显的电子音和低频杂音，语速偏快，且句子的韵律和重音处理略显生硬，""Lausanne"" 的发音略有不自然。可以交流，但流畅度欠佳。"
common_voice_en_19254683_xtts_10d62ddb-e250-44c7-a4ee-44e0aec10eb2.wav,"You weren't positive. You're negative.",3.6,"良。声音听得清楚，但整体语速较慢，且语调/韵律略显夸张和僵硬，不像自然的对话，带有轻微的电子音。"
common_voice_en_19284142_xtts_56aca715-8699-4fa8-acdc-f4efd397bb1f.wav,"It then located one of Franklin's two ships, preserved in good condition.",3.9,"良。声音清晰，但语速稍快，且带有轻微的混响或电子音，尤其在句尾。整体流畅，听得清楚。"
common_voice_en_19638442_cosyvoice2_0b1f8471-e0c3-443d-89c1-fe9a3ee218ef.wav,"It was named in honor of Simon Kenton, a pioneer of Kentucky.",4.2,"优。声音清晰，语速和停顿自然，像真人。除了 ""Kenton"" 和 ""Kentucky"" 的发音略微平淡，整体听得清楚，流畅。"
common_voice_en_19455206_xtts_0a2a77ef-44b0-42bc-bbae-7722d8b03be7.wav,"The reasons are that the manager and the chairman could not agree future policy.",3.7,"良。声音清晰，但有轻微的电子杂音，语速略慢且节奏不太自然，""chairman"" 和 ""policy"" 的重音稍怪。听得清楚。"
common_voice_en_19343495_cosyvoice2_a3303490-7d99-4588-a736-5f8d0345dc5e.wav,"He studied in Lausanne and lived with his parents, whose marriage was breaking up.",4.1,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_19669708_cosyvoice2_58318371-c9a4-45db-943b-ccce3d1f63cb.wav,"and they're really good",4.3,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_19686152_cosyvoice2_2de79d61-f5f9-4d0a-9af3-024c027cede0.wav,"The rest of the money can be based on playing time.",4.1,"优。声音清晰，语速自然，除了 ""playing"" 稍微有点平，整体流畅，听得清楚。"
common_voice_en_19686152_xtts_a161bd1a-5393-4262-99ed-6d17caf2266e.wav,"The rest of the money can be based on playing time.",3.6,"良。声音清晰，但带有明显的电子音/沙沙声，且语速较慢，语调偏平。听得清楚，但流畅性稍欠。"
common_voice_en_19724850_xtts_62d54a22-47b0-4d4b-b6df-0e6ced98e41c.wav,"I came to offer myself as escort to your mother.",3.7,"良。声音清晰，但带有较重的电子音和底噪，语速偏慢，略有停顿不自然。听得清楚。"
common_voice_en_19726989_xtts_210ed9fb-6460-4e6d-9efb-9971ddb40fd9.wav,"He was buried in St. Peter's Basilica.",3.8,"良。声音清晰，语速适中，但带有明显的电子音/杂音，""Basilica"" 的发音略有不自然。听得清楚。"
common_voice_en_19669708_xtts_9b9c02ff-fcb8-4cce-a29b-bf34107db85e.wav,"and they're really good",3.5,"中。声音清晰度尚可，但有明显的电子音和底噪。语速适中，但发音略显夸张。可以交流。"
common_voice_en_19656513_xtts_be58567f-3a0c-4b1f-89b6-422b6b811c1a.wav,"The Reagan administration also asked Congress to ease the rule.",3.9,"良。声音清晰，语速适中，但带有明显的电子音/杂音，且在 ""Congress"" 处有明显的停顿。听得清楚。"
common_voice_en_19656513_cosyvoice2_7bc10847-ae6d-4ec1-a495-7462455df428.wav,"The Reagan administration also asked Congress to ease the rule.",4.2,"优。声音质量好，清晰流畅，语速自然。除了 ""Congress"" 略有不自然，整体像真人说话。听得清楚。"
common_voice_en_19724850_cosyvoice2_1515c145-8b66-4218-862b-04b53159ef41.wav,"I came to offer myself as escort to your mother.",4.4,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_19726989_cosyvoice2_00753c35-13e9-4ffa-a609-b39e8426ad93.wav,"He was buried in St. Peter's Basilica.",4.0,"优。声音清晰流畅，语速自然。除了 ""Basilica"" 的发音略有不自然，整体听得清楚。"
common_voice_en_19727183_cosyvoice2_6f158985-8fe5-41e1-a971-ee267df1a5b8.wav,"The carpet loom made his name widely known.",4.4,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_19727183_xtts_b96bb251-87a5-462d-8a08-6232f686d260.wav,"carpet loom made his name widely known.",3.6,"良。声音清晰，但语速较慢，且带有明显的电子音/杂音，""carpet"" 处有明显的停顿，且语气有些夸张。听得清楚。"
common_voice_en_19869780_cosyvoice2_22ce97d2-fc65-4533-8a86-4d3ab372b841.wav,"The freezing of water limits low temperature performance.",4.1,"优。声音清晰流畅，语速自然。除了 ""limits"" 稍微有点平，整体像真人说话。听得清楚。"
common_voice_en_19867710_xtts_75807abd-dc2f-4c85-89ee-f88d349731f9.wav,"You don't know what this means to us out here, they said.",3.5,"中。声音清晰度尚可，但带有明显的电子音和底噪，语速偏慢，且韵律有些奇怪。可以交流。"
common_voice_en_19867710_cosyvoice2_ae2a4f59-2689-4879-8f0a-2dff41d141e7.wav,"You don't know what this means to us out here, they said.",4.3,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_19816147_cosyvoice2_092f3419-d14d-4012-a93a-b745391d22d1.wav,"Aside from national championships, individual schools work together to stage annual state championships.",4.0,"优。声音清晰流畅，语速自然。除了 ""championships"" 的发音略有不自然，整体听得清楚。"
common_voice_en_19869780_xtts_dc83265d-3309-4500-94ac-eae55aa38f41.wav,"The freezing of water limits low temperature performance.",3.7,"良。声音清晰，但带有明显的电子音/杂音，语速偏慢，且断句和重音有些生硬。听得清楚。"
common_voice_en_19741922_xtts_1116fc82-6c68-47e2-9c9c-a87c09bac9d0.wav,"Cornwallis is said to mean snakes, indeed, in a local aboriginal language.",3.8,"良。声音清晰，但有明显的电子音，语速偏慢，且在 ""indeed"" 和 ""aboriginal"" 处有不自然的停顿。听得清楚。"
common_voice_en_19816147_xtts_ab40a344-f4b7-4606-8ab7-01fa05f8a53d.wav,"Aside from national championships, individual schools work together to stage annual state championships.",3.5,"中。声音清晰度尚可，但带有明显的电子音和底噪，语速较慢，且 ""championships"" 的发音和韵律有些奇怪。可以交流。"
common_voice_en_19741922_cosyvoice2_f3a5c936-eb58-4881-a9d4-85ffe8a6a090.wav,"Cornwallis is said to mean snakes, indeed, in a local aboriginal language.",4.2,"优。声音清晰流畅，语速自然。除了 ""aboriginal"" 的发音略有不自然，整体听得清楚。"
common_voice_en_20190570_xtts_f10a8387-7059-4d15-bdbe-b87fbf7bc201.wav,"He writes a column at the Detroit News.",3.7,"良。声音清晰，但有明显的电子音，语速较慢，且句子节奏和重音有些生硬。听得清楚。"
common_voice_en_20304148_xtts_0b5b4a66-1e24-4d4e-ad86-011036229eb9.wav,"The society of the day held that reward without labor was misguided.",3.5,"中。声音清晰度尚可，但带有明显的电子音和底噪，语速较慢，且语气和重音有些奇怪。可以交流。"
common_voice_en_20297680_cosyvoice2_83c11a63-b7e0-47d8-9cf3-8f0584420ed7.wav,"Kautman Lake is also a popular full-day hiking destination.",4.3,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，除了 ""Kautman"" 稍微有点平，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_20190570_cosyvoice2_c00a03fa-6576-4344-9c1a-af9864f707dd.wav,"He writes a column at the Detroit News.",4.4,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_20297680_xtts_266bdc3e-aa8d-48db-8388-3922e25aace7.wav,"Kauffman Lake is also a popular full-day hiking destination.",3.8,"良。声音清晰，但有明显的电子音，语速较慢，且语气略显夸张。听得清楚。"
common_voice_en_20089981_cosyvoice2_87813225-3c62-460b-a369-d622427d4e4d.wav,"The automatic control system would be redesigned on future Soyuz spacecraft.",4.1,"优。声音清晰流畅，语速自然。除了 ""Soyuz"" 的发音略有不自然，整体听得清楚。"
common_voice_en_20304148_cosyvoice2_b9c205e6-1934-42fc-b9a6-b805a112a014.wav,"The society of the day held that reward without labor was misguided.",4.0,"优。声音清晰流畅，语速自然，除了 ""misguided"" 稍微有点平，整体听得清楚。"
common_voice_en_20089981_xtts_2eaa94d7-300a-4068-87f6-dc94fc5c9a94.wav,"The automatic control system would be redesigned on future Soyuz spacecraft.",3.6,"良。声音清晰，但带有明显的电子音/杂音，语速偏快，且 ""Soyuz"" 的发音有些奇怪。听得清楚，但流畅性稍欠。"
common_voice_en_20049071_cosyvoice2_7bc77907-e2ad-4ba5-8595-1fa5091b3270.wav,"It is a developing area due to the initiation of various educational institutions.",4.2,"优。声音清晰流畅，语速自然。除了 ""initiation"" 和 ""institutions"" 的发音略有不自然，整体听得清楚。"
common_voice_en_20049071_xtts_3f0350de-825b-474a-a9c1-50f9c17772a4.wav,"It is a developing area due to the initiation of various educational institutions.",3.7,"良。声音清晰，但带有明显的电子音/杂音，语速较慢，且在 ""various"" 处有不自然的停顿。听得清楚。"
common_voice_en_20531306_cosyvoice2_d751015d-860d-46a3-b409-58fb57ef30bc.wav,"The doctor cried after his birth.",4.3,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_20972789_xtts_eb0aa8ef-16a7-490b-be78-af4d869ddcef.wav,"As he stated, I have lost two sisters and you offer me 20 servants.",3.5,"中。声音清晰度尚可，但带有明显的电子音和底噪，语速偏快，且句子的韵律和重音有些奇怪。可以交流。"
common_voice_en_20535791_xtts_7ecdd8a7-7365-400d-a4e6-3be81a793662.wav,"Don't take any chances.",3.6,"良。声音清晰，但有明显的电子音，语速较慢，且语气显得有些夸张。听得清楚。"
common_voice_en_20535791_cosyvoice2_8525ff11-0332-47bf-8a91-6800af3153b8.wav,"Don't take any chances.",4.5,"优。声音质量好，清晰流畅，语速自然，像真人说话。听得清楚，没有明显杂音或奇怪的韵律和断句。"
common_voice_en_20661858_xtts_b7805599-e02f-4ebf-982f-5fc84ef2adf4.wav,"Following the group's split, Nash has stayed out of the public eye.",3.7,"良。声音清晰，但带有明显的电子音/沙沙声，语速较慢，且 ""split"" 和 ""eye"" 的发音略有不自然。听得清楚。"
common_voice_en_20317297_xtts_0e0c3bd2-4389-44a8-b7ef-9882165ff233.wav,"Some of the gray ash was falling off the circular edge.",3.8,"良。声音清晰，但有明显的电子音，语速较慢，且句子节奏略显不自然。听得清楚。"
common_voice_en_20531306_xtts_a352149c-f1ae-4e58-b977-375e9bec96af.wav,"The doctor cried after his birth.",3.9,"良。声音清晰，但带有轻微的电子音/底噪，语速适中，除了 ""birth"" 的发音略有夸张，整体听得清楚。"
common_voice_en_20661858_cosyvoice2_ad7326e3-d8d2-424d-acb8-92bd6d0a9610.wav,"Following the group's split, Nash has stayed out of the public eye.",4.1,"优。声音清晰流畅，语速自然。除了 ""split"" 稍微有点平，整体听得清楚。"
common_voice_en_20317297_cosyvoice2_97fb7550-b252-4447-8393-b4e32f43259c.wav,"Some of the gray ash was falling off the circular edge.",4.2,"优。声音清晰流畅，语速自然。除了 ""circular"" 稍微有点平，整体听得清楚。"
common_voice_en_20972789_cosyvoice2_620f0ca1-8ef0-4072-ad7f-179020c7a714.wav,"As he stated, I have lost two sisters and you offer me 20 servants.",4.0,"优。声音清晰流畅，语速自然，除了 ""servants"" 稍微有点平，整体听得清楚。"
